open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1682467200000,90.98,91.05,90.94,90.96,4757.213,1682467259999,432897.21877,716,2858.252,260124.98818,0
1682467260000,90.96,90.96,90.81,90.84,4950.141,1682467319999,449723.36500,894,1369.317,124379.03006,0
1682467320000,90.85,90.85,90.75,90.79,5002.276,1682467379999,454151.44610,800,2122.027,192649.31464,0
1682467380000,90.79,90.79,90.69,90.71,4316.594,1682467439999,391614.26719,730,1656.048,150243.10341,0
1682467440000,90.72,90.76,90.66,90.72,4732.051,1682467499999,429165.79872,740,1583.774,143649.81850,0
1682467500000,90.73,90.83,90.66,90.82,2978.970,1682467559999,270299.83824,618,2261.337,205189.93324,0
1682467560000,90.83,90.83,90.71,90.80,3420.725,1682467619999,310467.08123,590,1046.683,95006.23087,0
1682467620000,90.80,90.82,90.78,90.80,1071.615,1682467679999,97301.80852,352,544.610,49451.36243,0
1682467680000,90.81,90.81,90.71,90.78,4154.668,1682467739999,377003.37982,603,1119.856,101625.81364,0
1682467740000,90.78,90.84,90.72,90.84,1973.033,1682467799999,179138.65022,412,1526.176,138584.85498,0
1682467800000,90.84,90.94,90.82,90.93,1993.393,1682467859999,181161.87654,468,1592.697,144754.90881,0
1682467860000,90.94,90.96,90.88,90.95,3013.021,1682467919999,273960.63939,546,1587.118,144315.85724,0
1682467920000,90.96,91.15,90.94,91.15,3079.269,1682467979999,280448.66491,770,2271.237,206842.35722,0
1682467980000,91.15,91.31,91.12,91.31,8565.507,1682468039999,781171.10264,1229,4825.376,440107.87110,0
1682468040000,91.30,91.35,91.11,91.25,11689.553,1682468099999,1066297.07227,1303,6171.317,562932.14996,0
1682468100000,91.26,91.31,91.20,91.24,3855.590,1682468159999,351877.78896,738,2219.989,202609.55265,0
1682468160000,91.25,91.27,91.15,91.23,2578.431,1682468219999,235150.73752,516,1168.599,106572.90385,0
1682468220000,91.23,91.24,91.15,91.20,2498.719,1682468279999,227852.18977,549,1360.945,124087.65095,0
1682468280000,91.21,91.21,91.11,91.14,2354.121,1682468339999,214602.85015,520,957.783,87320.17849,0
1682468340000,91.15,91.24,91.09,91.20,4159.935,1682468399999,379279.46912,654,2139.637,195084.23587,0
1682468400000,91.20,91.30,91.10,91.10,3934.579,1682468459999,358841.84406,669,1631.721,148850.10273,0
1682468460000,91.10,91.12,91.03,91.10,2839.102,1682468519999,258600.92424,575,1605.513,146250.39128,0
1682468520000,91.11,91.12,91.05,91.10,3139.738,1682468579999,285957.28559,513,827.019,75330.09066,0
1682468580000,91.11,91.15,91.07,91.14,988.544,1682468639999,90063.28362,358,723.668,65930.96544,0
1682468640000,91.15,91.18,91.13,91.16,1532.359,1682468699999,139679.17735,332,820.319,74777.06935,0
1682468700000,91.17,91.21,91.12,91.20,2588.197,1682468759999,235949.50082,480,934.596,85210.65477,0
1682468760000,91.21,91.44,91.20,91.38,7098.901,1682468819999,648522.19280,1248,4674.108,426973.34225,0
1682468820000,91.38,91.38,91.27,91.34,2411.007,1682468879999,220154.93201,528,1490.700,136113.98972,0
1682468880000,91.34,91.36,91.29,91.31,1987.882,1682468939999,181542.53070,510,1067.373,97479.47350,0
1682468940000,91.31,91.31,90.95,91.16,17524.679,1682468999999,1596000.92009,1504,4047.441,368693.23003,0
1682469000000,91.15,91.20,91.09,91.18,5053.451,1682469059999,460550.26219,712,2947.141,268589.21547,0
1682469060000,91.18,91.19,91.06,91.07,4292.161,1682469119999,391154.38566,623,2062.002,187938.45744,0
1682469120000,91.06,91.06,90.98,91.00,3521.819,1682469179999,320497.13393,603,1896.769,172608.66715,0
1682469180000,91.00,91.06,90.99,91.02,1784.986,1682469239999,162461.91917,461,1166.807,106198.48385,0
1682469240000,91.02,91.05,90.93,91.04,4330.643,1682469299999,394039.50448,447,1505.484,136964.26511,0
1682469300000,91.04,91.05,90.99,91.01,1034.959,1682469359999,94192.57241,327,432.884,39396.43398,0
1682469360000,91.00,91.03,90.95,90.99,3118.934,1682469419999,283797.77031,506,1648.575,150006.98006,0
1682469420000,90.99,91.00,90.92,90.93,2614.495,1682469479999,237796.56857,471,899.946,81859.13881,0
1682469480000,90.93,90.97,90.91,90.97,2308.869,1682469539999,209950.76057,379,1452.911,132121.61165,0
1682469540000,90.97,91.00,90.95,90.99,1258.494,1682469599999,114498.86834,374,945.735,86047.44783,0
1682469600000,90.99,91.02,90.95,90.98,3012.498,1682469659999,274107.58705,515,1358.602,123615.48996,0
1682469660000,90.97,91.04,90.95,91.03,1915.019,1682469719999,174262.43234,431,1428.465,129984.15142,0
1682469720000,91.03,91.06,90.99,91.00,1231.562,1682469779999,112100.24836,355,883.280,80398.07356,0
1682469780000,91.00,91.00,90.92,90.97,2656.704,1682469839999,241630.93187,391,641.052,58312.47047,0
1682469840000,90.98,90.98,90.91,90.92,1232.171,1682469899999,112060.25204,340,498.793,45365.23741,0
1682469900000,90.93,90.96,90.87,90.96,1862.905,1682469959999,169355.57507,477,954.060,86734.37963,0
1682469960000,90.95,90.97,90.91,90.92,925.102,1682470019999,84135.81540,303,602.025,54758.29382,0
1682470020000,90.91,90.92,90.87,90.91,1388.223,1682470079999,126180.74456,338,551.473,50127.28649,0
1682470080000,90.91,90.95,90.88,90.91,1038.236,1682470139999,94390.43398,363,489.948,44541.07844,0
1682470140000,90.92,90.92,90.88,90.88,568.575,1682470199999,51682.61710,233,104.772,9524.17364,0
1682470200000,90.89,90.92,90.85,90.85,4130.412,1682470259999,375371.98637,683,1284.892,116778.87099,0
1682470260000,90.87,90.92,90.87,90.91,919.321,1682470319999,83550.19180,334,665.369,60471.60302,0
1682470320000,90.92,90.92,90.83,90.84,1616.923,1682470379999,146905.93233,443,655.390,59541.71907,0
1682470380000,90.85,90.87,90.81,90.84,1692.973,1682470439999,153795.67392,440,941.638,85544.27671,0
1682470440000,90.85,90.85,90.77,90.79,2279.014,1682470499999,206932.02786,478,520.019,47217.45548,0
1682470500000,90.79,90.86,90.76,90.84,2405.078,1682470559999,218377.87442,494,926.665,84136.97479,0
1682470560000,90.85,90.85,90.81,90.84,927.487,1682470619999,84238.29879,318,686.836,62382.43811,0
1682470620000,90.85,90.86,90.78,90.78,1043.039,1682470679999,94731.07844,319,202.710,18414.30739,0
1682470680000,90.78,90.87,90.77,90.87,2320.987,1682470739999,210755.53988,433,1448.955,131575.07603,0
1682470740000,90.86,90.87,90.78,90.79,764.232,1682470799999,69403.05635,254,142.282,12919.73293,0
1682470800000,90.79,90.89,90.79,90.87,1200.550,1682470859999,109072.41217,369,774.585,70366.88731,0
1682470860000,90.88,90.88,90.81,90.85,1553.099,1682470919999,141097.54716,419,702.490,63814.61861,0
1682470920000,90.85,90.90,90.84,90.88,832.618,1682470979999,75659.50584,242,500.907,45513.04476,0
1682470980000,90.88,90.89,90.86,90.89,572.807,1682471039999,52053.91155,226,219.706,19966.66835,0
1682471040000,90.89,90.94,90.88,90.93,1563.941,1682471099999,142179.42929,316,1004.457,91314.19814,0
1682471100000,90.93,90.94,90.89,90.89,966.337,1682471159999,87854.43578,238,297.742,27070.62932,0
1682471160000,90.89,90.93,90.88,90.89,786.406,1682471219999,71489.33643,217,276.792,25161.80327,0
1682471220000,90.88,90.91,90.88,90.91,291.831,1682471279999,26525.89026,86,149.920,13626.72298,0
1682471280000,90.91,90.96,90.90,90.91,2196.022,1682471339999,199690.36931,349,705.928,64196.64434,0
1682471340000,90.91,90.97,90.91,90.97,521.923,1682471399999,47463.59257,157,398.226,36215.01943,0
1682471400000,90.97,90.97,90.91,90.91,954.544,1682471459999,86810.64182,274,231.036,21012.32357,0
1682471460000,90.91,90.94,90.90,90.92,1567.185,1682471519999,142478.22680,260,755.564,68694.59472,0
1682471520000,90.91,90.94,90.90,90.91,826.478,1682471579999,75141.21327,182,224.224,20387.56847,0
1682471580000,90.91,90.92,90.85,90.89,1736.955,1682471639999,157853.53416,287,601.252,54639.41267,0
1682471640000,90.88,90.95,90.85,90.94,1873.879,1682471699999,170320.86078,390,924.961,84076.34877,0
1682471700000,90.95,91.11,90.94,91.04,10045.804,1682471759999,914507.50310,980,7003.768,637549.79622,0
1682471760000,91.03,91.10,91.03,91.03,1955.915,1682471819999,178114.81038,371,553.164,50376.16808,0
1682471820000,91.04,91.04,90.86,90.90,2154.244,1682471879999,195875.55452,492,609.466,55404.88998,0
1682471880000,90.90,90.96,90.88,90.95,1343.955,1682471939999,122185.88459,248,968.640,88066.38088,0
1682471940000,90.95,91.00,90.91,90.91,1087.661,1682471999999,98934.06109,242,370.631,33715.24080,0
1682472000000,90.91,90.94,90.86,90.87,1397.933,1682472059999,127073.81299,316,612.653,55693.24351,0
1682472060000,90.87,90.92,90.81,90.82,1633.242,1682472119999,148377.17664,263,151.958,13808.43338,0
1682472120000,90.82,90.88,90.82,90.88,758.506,1682472179999,68913.95519,173,417.432,37926.96763,0
1682472180000,90.89,90.89,90.84,90.87,1011.480,1682472239999,91907.54782,260,458.435,41656.82487,0
1682472240000,90.87,90.89,90.85,90.86,717.846,1682472299999,65229.34213,204,186.263,16926.02550,0
1682472300000,90.86,90.94,90.81,90.81,2102.399,1682472359999,191066.70779,389,935.979,85074.15207,0
1682472360000,90.81,90.93,90.81,90.85,1565.906,1682472419999,142306.58332,289,977.504,88824.35923,0
1682472420000,90.85,90.95,90.85,90.93,1128.787,1682472479999,102595.78561,238,622.594,56591.30448,0
1682472480000,90.92,91.00,90.91,90.98,1885.435,1682472539999,171495.67608,250,1181.883,107509.21727,0
1682472540000,90.97,90.98,90.95,90.96,576.663,1682472599999,52456.15383,152,198.483,18054.95875,0
1682472600000,90.95,90.97,90.91,90.95,1006.967,1682472659999,91571.15906,239,350.772,31899.12413,0
1682472660000,90.95,90.97,90.90,90.95,813.745,1682472719999,73998.39666,211,245.718,22344.51583,0
1682472720000,90.95,90.97,90.91,90.91,827.419,1682472779999,75252.98258,180,221.752,20169.65028,0
1682472780000,90.92,91.00,90.92,90.99,1198.754,1682472839999,109043.66747,188,826.961,75225.10915,0
1682472840000,91.00,91.09,91.00,91.02,3334.145,1682472899999,303536.45382,324,1887.605,171802.61429,0
1682472900000,91.02,91.04,90.99,91.01,641.135,1682472959999,58349.24311,156,167.015,15200.87887,0
1682472960000,91.00,91.05,91.00,91.00,739.621,1682473019999,67319.33178,205,299.682,27277.91248,0
1682473020000,90.99,91.03,90.98,91.01,1127.327,1682473079999,102601.66570,264,480.620,43742.30568,0
1682473080000,91.00,91.09,91.00,91.06,1216.320,1682473139999,110756.62334,237,834.719,76007.74719,0
1682473140000,91.05,91.05,90.99,91.02,1124.845,1682473199999,102383.69869,226,368.098,33500.11179,0
1682473200000,91.03,91.03,90.95,91.00,1215.060,1682473259999,110551.59732,225,173.907,15821.20265,0
1682473260000,90.99,91.05,90.99,91.00,935.407,1682473319999,85140.15516,193,275.875,25108.23187,0
1682473320000,91.01,91.02,91.00,91.01,479.880,1682473379999,43673.44618,132,239.106,21761.47895,0
1682473380000,91.01,91.06,91.01,91.03,904.764,1682473439999,82368.70650,164,363.444,33085.13806,0
1682473440000,91.02,91.06,91.02,91.06,324.933,1682473499999,29581.54010,108,213.545,19440.60994,0
1682473500000,91.06,91.09,91.02,91.03,1520.633,1682473559999,138471.12922,313,502.845,45793.54465,0
1682473560000,91.02,91.07,90.99,91.00,2289.369,1682473619999,208408.92544,280,1030.164,93794.45567,0
1682473620000,90.99,91.04,90.99,91.04,652.253,1682473679999,59362.95787,129,316.201,28781.43406,0
1682473680000,91.03,91.04,90.98,91.00,1119.904,1682473739999,101917.45821,209,716.375,65189.71821,0
1682473740000,91.01,91.01,90.99,91.00,507.880,1682473799999,46219.11087,89,355.618,32363.57710,0
1682473800000,90.99,91.00,90.95,90.95,535.763,1682473859999,48738.51742,132,66.441,6044.56920,0
1682473860000,90.95,91.06,90.95,91.02,2378.734,1682473919999,216485.23171,262,1563.131,142253.80463,0
1682473920000,91.02,91.02,90.95,90.95,512.650,1682473979999,46636.63136,134,81.763,7438.01218,0
1682473980000,90.96,90.96,90.91,90.92,1070.642,1682474039999,97366.35088,113,154.676,14067.88583,0
