open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1680134400000,28338.60,28342.60,28330.30,28342.50,239.690,1680134459999,6791577.14890,2109,112.921,3199702.07040,0
1680134460000,28342.60,28346.10,28340.70,28346.00,147.264,1680134519999,4174027.56760,1237,67.226,1905441.86520,0
1680134520000,28346.10,28351.60,28342.60,28351.60,159.131,1680134579999,4510863.47050,1607,109.101,3092721.02460,0
1680134580000,28351.60,28354.10,28327.00,28329.30,208.771,1680134639999,5916831.05590,2132,79.432,2251404.59420,0
1680134640000,28329.30,28329.40,28307.20,28308.70,372.874,1680134699999,10558424.78680,2852,109.802,3108827.70220,0
1680134700000,28308.80,28329.00,28300.00,28326.10,268.454,1680134759999,7600828.53870,3193,131.463,3722220.90650,0
1680134760000,28326.10,28332.50,28324.30,28331.30,123.385,1680134819999,3495501.38850,1507,59.031,1672330.34050,0
1680134820000,28331.30,28331.40,28320.00,28322.20,137.159,1680134879999,3884852.18870,1435,74.338,2105419.31370,0
1680134880000,28322.10,28347.50,28322.10,28343.40,214.261,1680134939999,6072097.27180,2876,123.358,3495837.82140,0
1680134940000,28343.40,28355.60,28343.30,28353.60,215.626,1680134999999,6113274.58920,2205,147.748,4188770.72180,0
1680135000000,28353.60,28362.30,28350.40,28350.70,276.038,1680135059999,7827938.04180,2343,174.770,4956157.04540,0
1680135060000,28350.70,28362.60,28347.60,28355.10,142.075,1680135119999,4028594.60090,1868,72.975,2069149.89920,0
1680135120000,28355.10,28365.70,28355.00,28363.20,141.139,1680135179999,4003141.24010,1445,95.156,2698869.08510,0
1680135180000,28363.30,28363.30,28334.70,28338.10,227.513,1680135239999,6450579.78360,2163,65.446,1855199.23260,0
1680135240000,28338.10,28358.80,28334.70,28357.70,113.555,1680135299999,3218667.04980,1623,68.333,1936807.84410,0
1680135300000,28357.70,28365.80,28353.00,28363.40,118.264,1680135359999,3354068.82690,1577,75.001,2127062.25380,0
1680135360000,28363.40,28388.30,28363.40,28384.40,277.419,1680135419999,7872763.42430,2443,228.341,6480068.93990,0
1680135420000,28384.30,28408.60,28384.30,28407.10,456.866,1680135479999,12973682.61140,4150,295.428,8389225.07960,0
