open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1680998400000,1848.01,1848.14,1847.05,1848.01,3425.422,1680998459999,6328455.96234,1657,1226.473,2265977.22705,0
1680998460000,1848.01,1848.01,1846.29,1846.40,3895.882,1680998519999,7195152.04159,2439,1267.059,2339894.71742,0
1680998520000,1846.40,1847.00,1846.40,1846.98,2984.471,1680998579999,5511936.83214,1262,2501.465,4619901.16433,0
1680998580000,1846.99,1847.00,1846.62,1846.96,1701.764,1680998639999,3142925.61676,1248,763.744,1410546.16225,0
1680998640000,1846.97,1846.97,1846.60,1846.60,1064.649,1680998699999,1966132.86432,1009,364.255,672679.98926,0
1680998700000,1846.60,1847.00,1846.60,1846.97,656.768,1680998759999,1212941.22063,747,448.169,827699.31353,0
1680998760000,1846.97,1847.00,1846.96,1847.00,1502.651,1680998819999,2775391.83859,481,1348.503,2490682.53008,0
1680998820000,1847.00,1847.74,1846.99,1847.65,2723.486,1680998879999,5030540.36133,865,2478.535,4578021.51320,0
1680998880000,1847.64,1847.98,1847.43,1847.92,1154.301,1680998939999,2132798.11089,1113,865.351,1598899.92820,0
1680998940000,1847.92,1848.88,1847.91,1848.88,2776.652,1680998999999,5132374.91409,1631,2384.739,4407982.51022,0
1680999000000,1848.88,1848.92,1848.29,1848.42,1288.188,1680999059999,2381409.41078,991,397.833,735450.53702,0
1680999060000,1848.42,1848.80,1848.41,1848.79,793.456,1680999119999,1466823.08860,813,516.526,954868.61659,0
1680999120000,1848.80,1848.93,1848.70,1848.89,874.231,1680999179999,1616270.98099,768,464.733,859199.42848,0
1680999180000,1848.89,1849.00,1848.88,1849.00,971.103,1680999239999,1795538.46948,650,849.585,1570857.11277,0
1680999240000,1848.99,1849.00,1848.73,1849.00,1246.616,1680999299999,2304952.21690,772,775.494,1433862.40342,0
1680999300000,1849.00,1849.00,1848.96,1849.00,1954.627,1680999359999,3614088.90382,851,1000.130,1849236.21664,0
1680999360000,1849.00,1849.00,1848.99,1849.00,1081.756,1680999419999,2000166.33951,465,1031.307,1906886.64300,0
1680999420000,1849.00,1849.37,1848.81,1849.37,2901.022,1680999479999,5364163.64457,1373,1957.847,3620093.68529,0
1680999480000,1849.37,1849.71,1849.36,1849.71,1233.522,1680999539999,2281427.45098,921,1044.014,1930923.85032,0
1680999540000,1849.71,1849.99,1849.64,1849.92,1504.481,1680999599999,2783044.69224,1109,914.860,1692348.97433,0
1680999600000,1849.91,1849.92,1849.08,1849.46,1885.556,1680999659999,3487246.85859,1391,413.926,765510.60961,0
1680999660000,1849.46,1850.00,1849.42,1850.00,1098.832,1680999719999,2032598.56935,1036,725.191,1341460.62528,0
1680999720000,1850.00,1850.26,1849.75,1850.26,791.872,1680999779999,1464986.79816,1144,612.122,1132453.16225,0
1680999780000,1850.25,1850.52,1850.12,1850.42,1067.550,1680999839999,1975277.27873,1235,774.164,1432426.37421,0
1680999840000,1850.42,1850.72,1850.41,1850.69,1089.660,1680999899999,2016459.79173,1395,743.110,1375162.04585,0
1680999900000,1850.68,1850.69,1850.06,1850.60,1996.889,1680999959999,3695159.57869,1307,650.919,1204470.49341,0
1680999960000,1850.60,1851.81,1850.60,1851.81,1734.602,1681000019999,3210784.58835,1579,1132.380,2096128.62548,0
1681000020000,1851.81,1853.12,1851.65,1852.99,3495.137,1681000079999,6474670.74041,2645,2084.697,3861822.48813,0
1681000080000,1852.99,1854.00,1852.67,1852.96,3019.067,1681000139999,5595442.57465,2274,2056.643,3811729.35573,0
1681000140000,1852.96,1853.46,1852.96,1853.23,890.399,1681000199999,1650113.88070,726,561.782,1041091.26100,0
1681000200000,1853.23,1853.80,1853.04,1853.65,1486.737,1681000259999,2755713.95682,1387,659.343,1222090.86840,0
1681000260000,1853.64,1853.72,1851.50,1851.99,4366.792,1681000319999,8090015.05192,2156,843.058,1561705.95223,0
1681000320000,1851.99,1853.85,1851.19,1851.81,8291.594,1681000379999,15357515.49776,2951,4070.349,7538547.76740,0
1681000380000,1851.81,1852.00,1851.80,1851.99,739.559,1681000439999,1369606.37526,622,527.233,976401.51627,0
1681000440000,1851.99,1852.00,1851.80,1851.92,5103.861,1681000499999,9452261.63904,1119,4374.111,8100803.41852,0
1681000500000,1851.92,1852.00,1851.85,1851.99,1218.513,1681000559999,2256631.77514,940,499.842,925690.71649,0
1681000560000,1851.99,1852.00,1851.80,1852.00,2427.711,1681000619999,4496074.36260,960,1817.757,3366467.11679,0
1681000620000,1851.99,1853.28,1851.89,1853.27,1576.753,1681000679999,2920724.74289,1064,1133.188,2099090.24985,0
1681000680000,1853.27,1853.42,1852.77,1852.77,1216.224,1681000739999,2253846.20026,1040,411.632,762839.16172,0
1681000740000,1852.77,1852.78,1852.67,1852.68,370.179,1681000799999,685831.98683,542,131.510,243647.59602,0
1681000800000,1852.67,1854.22,1852.67,1853.73,3447.343,1681000859999,6390113.73799,1901,2737.968,5075161.91970,0
1681000860000,1853.72,1854.26,1853.71,1854.15,1372.362,1681000919999,2544307.62431,1198,874.017,1620392.96369,0
1681000920000,1854.16,1854.64,1853.71,1854.63,960.862,1681000979999,1781581.59299,1049,590.327,1094586.93035,0
1681000980000,1854.63,1854.67,1853.54,1854.11,1342.108,1681001039999,2488321.32366,1185,564.649,1046876.82948,0
1681001040000,1854.11,1854.69,1854.04,1854.44,859.316,1681001099999,1593499.97914,851,488.125,905184.02686,0
1681001100000,1854.43,1854.44,1854.01,1854.29,610.468,1681001159999,1131929.10645,719,209.977,389342.50234,0
1681001160000,1854.29,1855.24,1854.29,1855.20,1393.573,1681001219999,2584857.32711,1090,935.651,1735532.69636,0
1681001220000,1855.21,1856.90,1855.01,1856.89,3966.406,1681001279999,7362138.58121,2958,2544.778,4723445.30059,0
1681001280000,1856.89,1857.55,1855.26,1855.26,5910.572,1681001339999,10974647.52609,3487,2096.013,3892148.33367,0
1681001340000,1855.26,1855.95,1855.26,1855.71,612.619,1681001399999,1136839.32573,582,321.617,596819.21099,0
1681001400000,1855.71,1855.81,1855.12,1855.12,688.852,1681001459999,1278205.56219,707,327.548,607784.96634,0
1681001460000,1855.12,1855.46,1855.12,1855.40,673.602,1681001519999,1249718.02115,675,352.767,654477.24644,0
1681001520000,1855.40,1855.44,1855.40,1855.44,241.057,1681001579999,447260.31639,403,122.115,226574.31176,0
1681001580000,1855.44,1855.44,1853.95,1854.11,1561.195,1681001639999,2895280.65493,1237,262.654,487042.86938,0
1681001640000,1854.11,1854.26,1852.80,1852.80,1792.224,1681001699999,3321665.90353,1600,391.973,726490.04993,0
1681001700000,1852.81,1854.00,1852.80,1854.00,625.094,1681001759999,1158516.86932,748,482.887,894993.45882,0
1681001760000,1853.99,1854.78,1853.99,1854.39,566.620,1681001819999,1050756.20917,706,375.642,696592.36840,0
1681001820000,1854.35,1854.36,1853.07,1853.08,610.785,1681001879999,1132071.15539,794,195.431,362196.88125,0
1681001880000,1853.08,1853.75,1853.08,1853.17,338.039,1681001939999,626523.62634,431,114.106,211474.79103,0
1681001940000,1853.17,1853.96,1853.17,1853.29,549.047,1681001999999,1017684.80464,578,239.228,443428.84775,0
1681002000000,1853.29,1853.30,1853.20,1853.20,485.985,1681002059999,900635.37780,671,184.719,342323.22084,0
1681002060000,1853.20,1854.14,1853.20,1853.39,931.753,1681002119999,1727089.92140,1070,487.020,902736.88907,0
1681002120000,1853.40,1853.40,1853.39,1853.39,194.937,1681002179999,361294.89983,407,61.340,113687.55600,0
1681002180000,1853.40,1853.57,1852.87,1853.40,1490.048,1681002239999,2761352.51949,1220,829.719,1537698.25980,0
1681002240000,1853.40,1853.60,1853.40,1853.60,183.576,1681002299999,340261.86849,424,111.610,206873.06279,0
1681002300000,1853.59,1853.60,1853.40,1853.40,299.253,1681002359999,554671.25169,480,123.537,228974.76179,0
1681002360000,1853.40,1853.60,1853.40,1853.60,371.637,1681002419999,688850.59063,413,274.373,508565.62556,0
1681002420000,1853.60,1854.00,1853.59,1853.82,265.444,1681002479999,492089.60828,601,212.356,393674.26673,0
1681002480000,1853.82,1854.25,1853.81,1854.25,364.944,1681002539999,676630.03537,583,302.421,560714.68935,0
1681002540000,1854.24,1854.57,1854.14,1854.57,455.010,1681002599999,843716.50725,601,257.504,477491.73795,0
1681002600000,1854.56,1857.68,1854.56,1857.06,4428.877,1681002659999,8221968.36024,3138,3647.252,6770881.22712,0
1681002660000,1857.06,1857.06,1855.33,1855.85,1330.755,1681002719999,2470180.57357,1368,519.964,965103.21016,0
1681002720000,1855.85,1856.37,1855.85,1856.30,662.170,1681002779999,1229101.99876,722,392.698,728903.03783,0
1681002780000,1856.30,1856.46,1856.22,1856.29,561.158,1681002839999,1041706.70775,547,331.926,616164.04175,0
1681002840000,1856.29,1856.49,1856.27,1856.27,374.584,1681002899999,695356.77218,447,181.470,336866.76216,0
1681002900000,1856.27,1856.40,1856.12,1856.23,601.549,1681002959999,1116640.00307,683,304.488,565215.86289,0
1681002960000,1856.23,1856.40,1856.06,1856.39,636.257,1681003019999,1181061.79769,634,389.003,722096.07294,0
1681003020000,1856.39,1856.40,1856.00,1856.19,414.547,1681003079999,769487.99433,513,136.114,252662.49925,0
1681003080000,1856.19,1856.39,1855.53,1855.91,1026.913,1681003139999,1905946.85213,910,364.935,677340.92289,0
1681003140000,1855.92,1855.92,1855.31,1855.31,672.587,1681003199999,1248011.53621,535,139.011,257955.88232,0
1681003200000,1855.31,1855.32,1855.00,1855.04,1083.492,1681003259999,2009969.25979,778,148.823,276076.14884,0
1681003260000,1855.04,1856.00,1855.03,1856.00,1186.419,1681003319999,2201544.94278,764,1089.574,2021805.27750,0
1681003320000,1856.00,1856.57,1855.99,1856.37,826.077,1681003379999,1533414.76260,814,548.320,1017801.76789,0
1681003380000,1856.38,1856.38,1855.70,1855.99,475.530,1681003439999,882626.77202,715,133.333,247476.03491,0
1681003440000,1856.00,1856.28,1855.99,1856.22,313.091,1681003499999,581123.41378,348,174.438,323765.60866,0
1681003500000,1856.20,1856.35,1856.20,1856.29,259.461,1681003559999,481630.49132,362,153.276,284517.27725,0
1681003560000,1856.30,1856.30,1856.22,1856.22,206.392,1681003619999,383123.29081,368,112.912,209597.78554,0
1681003620000,1856.22,1856.78,1856.00,1856.78,553.062,1681003679999,1026589.14077,624,273.722,508088.70410,0
1681003680000,1856.78,1856.78,1855.50,1856.15,2631.233,1681003739999,4883931.38500,1713,613.785,1139084.74752,0
1681003740000,1856.15,1856.38,1856.06,1856.07,323.587,1681003799999,600654.88930,520,214.856,398821.29225,0
1681003800000,1856.06,1856.21,1855.60,1856.20,602.013,1681003859999,1117158.19865,884,219.565,407459.56807,0
1681003860000,1856.20,1856.28,1856.01,1856.27,351.496,1681003919999,652421.99193,714,218.765,406055.55167,0
1681003920000,1856.27,1856.91,1856.27,1856.82,843.842,1681003979999,1566687.32702,853,516.999,959864.27969,0
1681003980000,1856.81,1859.24,1856.81,1857.22,6777.875,1681004039999,12593405.93786,3853,4776.569,8874882.59644,0
1681004040000,1857.22,1857.22,1856.70,1856.90,1085.836,1681004099999,2016294.38432,1139,519.585,964801.16828,0
1681004100000,1856.74,1856.75,1856.09,1856.09,814.089,1681004159999,1511285.49577,893,239.467,444537.81243,0
1681004160000,1856.10,1856.10,1855.00,1855.14,1394.480,1681004219999,2587226.44151,1119,293.347,544226.03934,0
1681004220000,1855.14,1855.16,1854.57,1855.15,819.011,1681004279999,1519122.15854,1079,357.975,663953.58857,0
1681004280000,1855.15,1855.16,1854.30,1854.42,796.125,1681004339999,1476596.60711,910,214.746,398287.64421,0
1681004340000,1854.43,1854.99,1854.42,1854.98,366.518,1681004399999,679758.29204,506,152.792,283376.92025,0
1681004400000,1854.99,1855.15,1854.69,1854.97,1503.443,1681004459999,2788962.85186,657,1275.512,2366162.35355,0
1681004460000,1854.97,1855.73,1854.97,1855.60,2395.322,1681004519999,4443858.88746,937,1919.210,3560434.84635,0
1681004520000,1855.60,1855.73,1855.60,1855.73,247.346,1681004579999,458990.37186,396,209.106,388030.16260,0
1681004580000,1855.73,1856.23,1855.73,1856.15,767.420,1681004639999,1424351.81802,873,419.563,778688.46938,0
1681004640000,1856.15,1856.85,1856.15,1856.85,428.899,1681004699999,796247.60397,637,301.490,559699.55321,0
1681004700000,1856.85,1857.68,1856.60,1856.93,2874.578,1681004759999,5338340.33974,2017,2277.016,4228647.52102,0
1681004760000,1856.93,1857.40,1856.92,1856.95,481.128,1681004819999,893515.91837,629,206.737,383929.12599,0
1681004820000,1856.96,1857.34,1856.15,1856.48,1071.747,1681004879999,1990067.85607,891,243.548,452219.89798,0
1681004880000,1856.49,1856.96,1856.49,1856.95,282.732,1681004939999,524930.94492,544,175.104,325104.87202,0
1681004940000,1856.96,1857.14,1856.90,1857.13,402.490,1681004999999,747408.64193,603,246.998,458663.93197,0
1681005000000,1857.14,1857.20,1856.61,1857.19,701.212,1681005059999,1302002.73750,775,414.407,769443.09392,0
1681005060000,1857.19,1857.48,1856.71,1857.47,1182.259,1681005119999,2195535.55878,998,870.234,1616082.69413,0
1681005120000,1857.47,1857.79,1857.00,1857.41,1227.859,1681005179999,2280721.11206,1133,478.016,887918.18024,0
1681005180000,1857.41,1857.66,1857.12,1857.66,524.375,1681005239999,973979.12511,601,325.064,603755.78432,0
1681005240000,1857.66,1858.38,1857.65,1857.99,1108.392,1681005299999,2059393.78614,1112,696.303,1293705.02291,0
1681005300000,1857.99,1858.00,1857.51,1857.53,698.104,1681005359999,1296875.61397,665,254.458,472706.07938,0
1681005360000,1857.62,1858.40,1857.62,1858.10,1090.121,1681005419999,2025442.34131,1013,764.888,1421154.89557,0
1681005420000,1858.10,1858.10,1856.88,1857.63,993.153,1681005479999,1844655.39043,853,346.894,644275.77930,0
1681005480000,1857.63,1857.95,1857.63,1857.95,346.544,1681005539999,643829.41510,476,208.119,386647.60385,0
1681005540000,1857.95,1857.95,1857.72,1857.80,380.762,1681005599999,707384.93290,346,219.316,407448.53730,0
1681005600000,1857.80,1858.85,1857.79,1858.82,2064.155,1681005659999,3836227.87347,1613,1358.369,2524447.70971,0
1681005660000,1858.82,1858.84,1858.03,1858.19,1389.663,1681005719999,2582777.15405,918,597.904,1111311.30468,0
1681005720000,1858.19,1858.48,1857.39,1857.42,788.381,1681005779999,1464711.66635,854,214.052,397696.83781,0
1681005780000,1857.42,1857.43,1857.26,1857.26,333.853,1681005839999,620094.12160,445,65.127,120967.28317,0
1681005840000,1857.26,1857.26,1857.03,1857.21,524.494,1681005899999,974060.67698,491,204.252,379310.32837,0
1681005900000,1857.22,1857.30,1857.00,1857.11,842.562,1681005959999,1564764.70202,740,378.340,702615.36889,0
1681005960000,1857.11,1857.12,1856.50,1856.50,710.704,1681006019999,1319631.40661,696,27.360,50799.02808,0
1681006020000,1856.50,1856.75,1856.40,1856.49,555.481,1681006079999,1031301.95785,622,287.821,534360.64443,0
1681006080000,1856.50,1856.50,1855.83,1856.01,1527.591,1681006139999,2835449.26397,1046,233.714,433772.56097,0
1681006140000,1856.01,1856.23,1856.01,1856.22,455.998,1681006199999,846405.48173,678,188.823,350479.77029,0
1681006200000,1856.22,1857.25,1856.22,1856.85,699.830,1681006259999,1299530.77485,725,373.225,693009.84006,0
1681006260000,1856.85,1856.86,1856.85,1856.86,194.083,1681006319999,360384.21002,297,119.147,221239.29842,0
1681006320000,1856.85,1856.86,1856.76,1856.77,394.138,1681006379999,731830.83438,515,236.967,439993.32612,0
1681006380000,1856.77,1856.86,1856.06,1856.06,541.186,1681006439999,1004803.38428,597,167.093,310255.43983,0
1681006440000,1856.06,1856.25,1855.41,1855.61,1765.518,1681006499999,3276442.65416,1353,338.883,628913.14671,0
1681006500000,1855.68,1856.91,1855.68,1856.91,895.886,1681006559999,1662919.84695,828,705.833,1310193.69939,0
1681006560000,1856.90,1857.06,1856.85,1856.85,531.001,1681006619999,986090.58408,475,240.777,447133.08221,0
1681006620000,1856.86,1856.86,1856.85,1856.86,111.430,1681006679999,206909.43394,163,63.844,118549.36984,0
1681006680000,1856.86,1857.25,1856.68,1856.80,1022.271,1681006739999,1898352.00716,825,585.657,1087545.68887,0
1681006740000,1856.81,1857.01,1855.99,1856.00,650.589,1681006799999,1207924.98825,594,153.060,284204.47338,0
1681006800000,1856.00,1856.65,1855.99,1856.63,337.812,1681006859999,627115.59099,522,193.243,358718.16104,0
1681006860000,1856.63,1856.64,1856.63,1856.64,146.345,1681006919999,271709.42292,305,90.557,168131.74848,0
1681006920000,1856.64,1857.05,1856.59,1857.05,637.969,1681006979999,1184539.17464,652,461.644,857155.10354,0
1681006980000,1857.05,1857.25,1856.86,1856.86,525.487,1681007039999,975915.86102,592,221.659,411660.02986,0
1681007040000,1856.86,1857.06,1856.73,1856.73,411.887,1681007099999,764846.37669,390,174.572,324170.77539,0
1681007100000,1856.74,1857.16,1856.73,1856.77,397.784,1681007159999,738683.96430,583,179.876,334023.21598,0
1681007160000,1856.76,1856.80,1856.60,1856.80,338.746,1681007219999,628940.91591,389,125.054,232182.86668,0
1681007220000,1856.80,1856.80,1856.79,1856.79,318.961,1681007279999,592244.29021,242,69.502,129051.31360,0
1681007280000,1856.79,1857.00,1856.61,1857.00,467.305,1681007339999,867697.84164,418,261.362,485287.42447,0
1681007340000,1857.00,1857.00,1856.88,1856.88,265.693,1681007399999,493389.37373,320,163.349,303338.79633,0
1681007400000,1856.89,1857.09,1856.88,1857.00,519.912,1681007459999,965463.13156,409,335.988,623912.09677,0
1681007460000,1857.00,1857.44,1856.99,1857.44,723.451,1681007519999,1343570.12671,726,475.697,883425.01529,0
1681007520000,1857.44,1857.44,1856.94,1857.17,604.076,1681007579999,1121923.87186,739,280.189,520387.53415,0
