symbol,exchange,datetime,open,high,low,close,volume,open_interest
T888,CFFEX,2020-08-03 09:30:00,98.01,98.10000000000001,98.01,98.07000000000001,1744.0,85211.0
T888,CFFEX,2020-08-03 09:31:00,98.07000000000001,98.08,98.05000000000001,98.065,841.0,85300.0
T888,CFFEX,2020-08-03 09:32:00,98.065,98.08500000000001,98.04,98.08,669.0,85381.0
T888,CFFEX,2020-08-03 09:33:00,98.08,98.11,98.075,98.08,641.0,85466.0
T888,CFFEX,2020-08-03 09:34:00,98.08,98.08500000000001,98.065,98.07000000000001,409.0,85498.0
T888,CFFEX,2020-08-03 09:35:00,98.065,98.10000000000001,98.065,98.09,393.0,85567.0
T888,CFFEX,2020-08-03 09:36:00,98.09,98.095,98.07000000000001,98.075,205.0,85532.0
T888,CFFEX,2020-08-03 09:37:00,98.075,98.08,98.04,98.05000000000001,357.0,85523.0
T888,CFFEX,2020-08-03 09:38:00,98.05000000000001,98.065,98.045,98.06,203.0,85538.0
T888,CFFEX,2020-08-03 09:39:00,98.06,98.065,98.05000000000001,98.055,238.0,85612.0
T888,CFFEX,2020-08-03 09:40:00,98.055,98.06,98.045,98.05000000000001,184.0,85680.0
T888,CFFEX,2020-08-03 09:41:00,98.05000000000001,98.05000000000001,98.02000000000001,98.03,312.0,85696.0
T888,CFFEX,2020-08-03 09:42:00,98.03,98.03,98.015,98.03,507.0,85710.0
T888,CFFEX,2020-08-03 09:43:00,98.03,98.055,98.025,98.05000000000001,302.0,85704.0
T888,CFFEX,2020-08-03 09:44:00,98.05000000000001,98.065,98.045,98.065,253.0,85696.0
T888,CFFEX,2020-08-03 09:45:00,98.06,98.07000000000001,98.01,98.04,905.0,85737.0
T888,CFFEX,2020-08-03 09:46:00,98.04,98.055,98.03,98.05000000000001,191.0,85710.0
T888,CFFEX,2020-08-03 09:47:00,98.05000000000001,98.065,98.045,98.065,229.0,85723.0
T888,CFFEX,2020-08-03 09:48:00,98.065,98.13000000000001,98.06,98.11500000000001,751.0,85840.0
T888,CFFEX,2020-08-03 09:49:00,98.11500000000001,98.17,98.11500000000001,98.165,559.0,85859.0
T888,CFFEX,2020-08-03 09:50:00,98.165,98.17500000000001,98.13000000000001,98.135,675.0,85905.0
T888,CFFEX,2020-08-03 09:51:00,98.135,98.14500000000001,98.13000000000001,98.14500000000001,200.0,85906.0
T888,CFFEX,2020-08-03 09:52:00,98.14500000000001,98.14500000000001,98.11500000000001,98.11500000000001,320.0,85963.0
