symbol,exchange,datetime,open,high,low,close,volume,open_interest
TS888,CFFEX,2020-08-03 09:30:00,100.405,100.505,100.405,100.49,107.0,15305.0
TS888,CFFEX,2020-08-03 09:31:00,100.49,100.5,100.485,100.49,127.0,15350.0
TS888,CFFEX,2020-08-03 09:32:00,100.49,100.515,100.48,100.50999999999999,145.0,15342.0
TS888,CFFEX,2020-08-03 09:33:00,100.50999999999999,100.52,100.50999999999999,100.515,89.0,15364.0
TS888,CFFEX,2020-08-03 09:34:00,100.515,100.515,100.495,100.495,60.0,15362.0
TS888,CFFEX,2020-08-03 09:35:00,100.495,100.495,100.49,100.49,34.0,15358.0
TS888,CFFEX,2020-08-03 09:36:00,100.49,100.495,100.485,100.49,14.0,15355.0
TS888,CFFEX,2020-08-03 09:37:00,100.49,100.49,100.47,100.475,78.0,15333.0
TS888,CFFEX,2020-08-03 09:38:00,100.475,100.475,100.47,100.47,7.0,15331.0
TS888,CFFEX,2020-08-03 09:39:00,100.475,100.475,100.475,100.475,25.0,15317.0
TS888,CFFEX,2020-08-03 09:40:00,100.47,100.475,100.47,100.475,17.0,15307.0
TS888,CFFEX,2020-08-03 09:41:00,100.475,100.475,100.465,100.465,49.0,15313.0
TS888,CFFEX,2020-08-03 09:42:00,100.465,100.465,100.46,100.465,12.0,15314.0
TS888,CFFEX,2020-08-03 09:43:00,100.465,100.475,100.465,100.475,26.0,15302.0
TS888,CFFEX,2020-08-03 09:44:00,100.475,100.48,100.475,100.475,5.0,15298.0
TS888,CFFEX,2020-08-03 09:45:00,100.475,100.475,100.465,100.47,43.0,15295.0
TS888,CFFEX,2020-08-03 09:46:00,100.47,100.47,100.47,100.47,14.0,15303.0
TS888,CFFEX,2020-08-03 09:47:00,100.47,100.475,100.47,100.475,16.0,15300.0
TS888,CFFEX,2020-08-03 09:48:00,100.475,100.495,100.475,100.49,82.0,15292.0
TS888,CFFEX,2020-08-03 09:49:00,100.49,100.505,100.49,100.505,63.0,15292.0
TS888,CFFEX,2020-08-03 09:50:00,100.505,100.515,100.5,100.5,55.0,15278.0
TS888,CFFEX,2020-08-03 09:51:00,100.5,100.505,100.5,100.505,5.0,15281.0
TS888,CFFEX,2020-08-03 09:52:00,100.505,100.505,100.5,100.5,9.0,15276.0
TS888,CFFEX,2020-08-03 09:53:00,100.5,100.5,100.5,100.5,12.0,15281.0
TS888,CFFEX,2020-08-03 09:54:00,100.5,100.5,100.5,100.5,4.0,15278.0
TS888,CFFEX,2020-08-03 09:55:00,100.5,100.505,100.5,100.505,28.0,15275.0
TS888,CFFEX,2020-08-03 09:56:00,100.505,100.505,100.5,100.5,4.0,15274.0
TS888,CFFEX,2020-08-03 09:57:00,100.5,100.5,100.5,100.5,1.0,15275.0
TS888,CFFEX,2020-08-03 09:58:00,100.5,100.5,100.5,100.5,1.0,15274.0
TS888,CFFEX,2020-08-03 09:59:00,100.505,100.50999999999999,100.505,100.50999999999999,25.0,15282.0
TS888,CFFEX,2020-08-03 10:00:00,100.505,100.50999999999999,100.505,100.50999999999999,25.0,15286.0
TS888,CFFEX,2020-08-03 10:01:00,100.50999999999999,100.515,100.505,100.50999999999999,49.0,15285.0
TS888,CFFEX,2020-08-03 10:02:00,100.50999999999999,100.515,100.50999999999999,100.515,22.0,15284.0
TS888,CFFEX,2020-08-03 10:03:00,100.515,100.52,100.515,100.515,13.0,15286.0
TS888,CFFEX,2020-08-03 10:04:00,100.515,100.515,100.50999999999999,100.50999999999999,22.0,15286.0
TS888,CFFEX,2020-08-03 10:05:00,100.50999999999999,100.50999999999999,100.505,100.505,11.0,15287.0
TS888,CFFEX,2020-08-03 10:06:00,100.505,100.515,100.505,100.515,45.0,15302.0
TS888,CFFEX,2020-08-03 10:07:00,100.515,100.515,100.515,100.515,0.0,15302.0
