symbol,exchange,datetime,open,high,low,close,volume,open_interest
TF888,CFFEX,2020-08-03 11:26:00,100.35499999999999,100.36999999999999,100.35,100.36999999999999,85.0,37757.0
TF888,CFFEX,2020-08-03 11:27:00,100.36999999999999,100.38499999999999,100.365,100.375,108.0,37790.0
TF888,CFFEX,2020-08-03 11:28:00,100.375,100.38499999999999,100.365,100.36999999999999,124.0,37821.0
TF888,CFFEX,2020-08-03 11:29:00,100.36999999999999,100.36999999999999,100.35499999999999,100.35499999999999,67.0,37836.0
TF888,CFFEX,2020-08-03 13:00:00,100.365,100.38499999999999,100.35499999999999,100.36,121.0,37870.0
TF888,CFFEX,2020-08-03 13:01:00,100.36,100.375,100.36,100.365,28.0,37873.0
TF888,CFFEX,2020-08-03 13:02:00,100.365,100.365,100.35499999999999,100.35499999999999,37.0,37868.0
TF888,CFFEX,2020-08-03 13:03:00,100.35499999999999,100.36,100.35499999999999,100.35499999999999,14.0,37866.0
TF888,CFFEX,2020-08-03 13:04:00,100.35499999999999,100.35499999999999,100.35499999999999,100.35499999999999,3.0,37867.0
TF888,CFFEX,2020-08-03 13:05:00,100.35499999999999,100.38,100.35499999999999,100.375,73.0,37867.0
TF888,CFFEX,2020-08-03 13:06:00,100.375,100.39999999999999,100.375,100.395,122.0,37920.0
TF888,CFFEX,2020-08-03 13:07:00,100.395,100.395,100.38,100.38499999999999,45.0,37943.0
TF888,CFFEX,2020-08-03 13:08:00,100.38499999999999,100.39999999999999,100.38499999999999,100.39999999999999,52.0,37945.0
TF888,CFFEX,2020-08-03 13:09:00,100.39999999999999,100.405,100.395,100.405,79.0,37943.0
TF888,CFFEX,2020-08-03 13:10:00,100.405,100.41499999999999,100.405,100.41499999999999,59.0,37979.0
TF888,CFFEX,2020-08-03 13:11:00,100.41499999999999,100.42,100.405,100.405,39.0,37982.0
TF888,CFFEX,2020-08-03 13:12:00,100.405,100.405,100.395,100.395,50.0,37974.0
TF888,CFFEX,2020-08-03 13:13:00,100.395,100.395,100.39,100.39,21.0,37973.0
TF888,CFFEX,2020-08-03 13:14:00,100.39,100.395,100.38499999999999,100.395,24.0,37975.0
TF888,CFFEX,2020-08-03 13:15:00,100.395,100.41499999999999,100.395,100.41,98.0,38004.0
TF888,CFFEX,2020-08-03 13:16:00,100.41,100.42,100.41,100.41499999999999,37.0,38019.0
TF888,CFFEX,2020-08-03 13:17:00,100.42,100.42999999999999,100.42,100.425,54.0,38018.0
TF888,CFFEX,2020-08-03 13:18:00,100.425,100.435,100.425,100.42999999999999,82.0,38038.0
TF888,CFFEX,2020-08-03 13:19:00,100.435,100.435,100.405,100.41,141.0,38027.0
TF888,CFFEX,2020-08-03 13:20:00,100.41,100.42,100.41,100.41499999999999,72.0,38042.0
TF888,CFFEX,2020-08-03 13:21:00,100.41499999999999,100.42,100.41499999999999,100.41499999999999,26.0,38032.0
TF888,CFFEX,2020-08-03 13:22:00,100.41499999999999,100.41499999999999,100.39999999999999,100.39999999999999,63.0,38035.0
TF888,CFFEX,2020-08-03 13:23:00,100.405,100.41,100.395,100.39999999999999,59.0,38027.0
TF888,CFFEX,2020-08-03 13:24:00,100.39999999999999,100.405,100.39999999999999,100.39999999999999,22.0,38023.0
TF888,CFFEX,2020-08-03 13:25:00,100.39999999999999,100.41,100.39999999999999,100.405,21.0,38023.0
TF888,CFFEX,2020-08-03 13:26:00,100.405,100.41,100.39999999999999,100.41,11.0,38021.0
TF888,CFFEX,2020-08-03 13:27:00,100.41,100.41,100.405,100.405,9.0,38018.0
TF888,CFFEX,2020-08-03 13:28:00,100.405,100.41499999999999,100.405,100.41499999999999,53.0,38027.0
TF888,CFFEX,2020-08-03 13:29:00,100.41499999999999,100.42,100.41,100.41499999999999,52.0,38009.0
TF888,CFFEX,2020-08-03 13:30:00,100.41499999999999,100.42,100.41499999999999,100.42,93.0,38017.0
TF888,CFFEX,2020-08-03 13:31:00,100.42,100.425,100.42,100.425,31.0,38022.0
TF888,CFFEX,2020-08-03 13:32:00,100.425,100.455,100.425,100.445,102.0,38039.0
TF888,CFFEX,2020-08-03 13:33:00,100.445,100.46,100.445,100.455,149.0,38009.0
TF888,CFFEX,2020-08-03 13:34:00,100.455,100.47999999999999,100.455,100.475,140.0,38014.0
TF888,CFFEX,2020-08-03 13:35:00,100.475,100.47999999999999,100.46499999999999,100.47,169.0,38017.0
TF888,CFFEX,2020-08-03 13:36:00,100.47,100.49499999999999,100.47,100.49,137.0,38031.0
TF888,CFFEX,2020-08-03 13:37:00,100.49,100.49,100.475,100.47999999999999,74.0,38042.0
TF888,CFFEX,2020-08-03 13:38:00,100.47999999999999,100.47999999999999,100.46499999999999,100.47,82.0,38031.0
TF888,CFFEX,2020-08-03 13:39:00,100.47,100.47,100.46499999999999,100.46499999999999,23.0,38032.0
TF888,CFFEX,2020-08-03 13:40:00,100.46499999999999,100.47,100.46,100.46,86.0,38074.0
TF888,CFFEX,2020-08-03 13:41:00,100.46,100.47,100.445,100.445,109.0,38065.0
TF888,CFFEX,2020-08-03 13:42:00,100.445,100.46,100.445,100.455,71.0,38102.0
TF888,CFFEX,2020-08-03 13:43:00,100.455,100.46,100.455,100.455,37.0,38105.0
TF888,CFFEX,2020-08-03 13:44:00,100.455,100.46499999999999,100.455,100.46499999999999,48.0,38100.0
TF888,CFFEX,2020-08-03 13:45:00,100.46499999999999,100.475,100.46499999999999,100.47,91.0,38128.0
TF888,CFFEX,2020-08-03 13:46:00,100.47,100.47,100.455,100.46,51.0,38149.0
TF888,CFFEX,2020-08-03 13:47:00,100.455,100.46,100.455,100.46,24.0,38135.0
TF888,CFFEX,2020-08-03 13:48:00,100.46,100.46,100.44999999999999,100.44999999999999,61.0,38146.0
TF888,CFFEX,2020-08-03 13:49:00,100.44999999999999,100.44999999999999,100.445,100.44999999999999,28.0,38144.0
TF888,CFFEX,2020-08-03 13:50:00,100.44999999999999,100.455,100.44999999999999,100.44999999999999,34.0,38142.0
TF888,CFFEX,2020-08-03 13:51:00,100.44999999999999,100.46,100.445,100.445,132.0,38185.0
TF888,CFFEX,2020-08-03 13:52:00,100.445,100.445,100.435,100.435,69.0,38197.0
TF888,CFFEX,2020-08-03 13:53:00,100.435,100.455,100.435,100.44999999999999,100.0,38228.0
TF888,CFFEX,2020-08-03 13:54:00,100.44999999999999,100.44999999999999,100.44999999999999,100.44999999999999,9.0,38225.0
TF888,CFFEX,2020-08-03 13:55:00,100.44999999999999,100.455,100.445,100.445,26.0,38207.0
TF888,CFFEX,2020-08-03 13:56:00,100.445,100.445,100.445,100.445,27.0,38200.0
TF888,CFFEX,2020-08-03 13:57:00,100.44999999999999,100.44999999999999,100.445,100.44999999999999,55.0,38224.0
TF888,CFFEX,2020-08-03 13:58:00,100.44999999999999,100.46499999999999,100.44999999999999,100.455,146.0,38218.0
TF888,CFFEX,2020-08-03 13:59:00,100.455,100.46499999999999,100.455,100.46,45.0,38219.0
TF888,CFFEX,2020-08-03 14:00:00,100.46,100.475,100.46,100.47,84.0,38237.0
TF888,CFFEX,2020-08-03 14:01:00,100.47,100.47999999999999,100.46499999999999,100.475,64.0,38242.0
TF888,CFFEX,2020-08-03 14:02:00,100.475,100.475,100.46,100.46499999999999,75.0,38274.0
